Group_name_size,Byte_size,Number of files,Number of pairs in similarity results,NO. of pairs with similarity score equals 1,NO. of pairs with 0.95 <= similarity score < 1,NO. of pairs with 0.9 <= similarity score < .95,NO. of pairs with 0.8 <= similarity score < .9
group_460402_size_47,460402,47,41,0,0,0,0
group_184578_size_3,184578,3,2,0,0,0,0
group_248192_size_7,248192,7,6,0,0,0,0
group_178184_size_2,178184,2,1,0,0,0,0
group_138756_size_3,138756,3,2,0,0,0,0
group_203860_size_2,203860,2,1,0,0,0,0
group_253874_size_358,253874,358,311,0,0,0,0
group_101492_size_2,101492,2,1,0,0,0,0
group_110038_size_2,110038,2,1,0,0,0,0
group_369270_size_3,369270,3,2,0,0,0,0
group_93862_size_2,93862,2,1,0,0,0,0
group_340358_size_2,340358,2,1,0,0,0,0
group_144628_size_2,144628,2,1,0,0,0,0
group_211950_size_236,211950,236,207,0,0,0,0
group_63144_size_2,63144,2,1,0,0,0,0
group_87996_size_2584,87996,2584,2268,0,0,0,0
group_173664_size_2,173664,2,1,0,0,0,0
group_127606_size_4,127606,4,3,0,0,0,0
group_192792_size_4,192792,4,2,0,0,0,0
group_479054_size_2,479054,2,1,0,0,0,0
group_87336_size_2,87336,2,1,0,0,0,0
group_52168_size_2,52168,2,1,0,0,0,0
group_624670_size_2,624670,2,1,0,0,0,0
group_88176_size_2,88176,2,1,0,0,0,0
group_247268_size_7,247268,7,5,0,0,0,0
group_69818_size_2,69818,2,1,0,0,0,0
group_131238_size_59,131238,59,52,0,0,0,0
group_630318_size_2,630318,2,1,0,0,0,0
group_200604_size_3,200604,3,2,0,0,0,0
group_161226_size_2,161226,2,1,0,0,0,0
group_34898_size_60,34898,60,49,0,0,0,0
group_102012_size_6,102012,6,4,0,0,0,0
group_182422_size_2,182422,2,1,0,0,0,0
group_200066_size_3,200066,3,2,0,0,0,0
group_259126_size_2,259126,2,1,0,0,0,0
group_91158_size_4,91158,4,3,0,0,0,0
group_479518_size_2,479518,2,1,0,0,0,0
group_370124_size_6,370124,6,4,0,0,0,0
group_80858_size_2,80858,2,1,0,0,0,0
group_64784_size_2,64784,2,1,0,0,0,0
group_196518_size_3,196518,3,2,0,0,0,0
group_78908_size_4,78908,4,3,0,0,0,0
group_222824_size_712,222824,712,638,0,0,0,0
group_435378_size_92,435378,92,84,0,0,0,0
group_102310_size_3,102310,3,2,0,0,0,0
group_216614_size_2,216614,2,1,0,0,0,0
group_133528_size_4,133528,4,3,0,0,0,0
group_110014_size_305,110014,305,271,0,0,0,0
group_182974_size_3,182974,3,2,0,0,0,0
group_74812_size_3,74812,3,2,0,0,0,0
group_99494_size_4,99494,4,3,0,0,0,0
group_67824_size_5,67824,5,4,0,0,0,0
group_171122_size_212,171122,212,191,0,0,0,0
group_80950_size_2,80950,2,1,0,0,0,0
group_162098_size_198,162098,198,179,0,0,0,0
group_272500_size_66,272500,66,58,0,0,0,0
group_211666_size_341,211666,341,297,0,0,0,0
group_195990_size_2,195990,2,1,0,0,0,0
group_389106_size_162,389106,162,146,0,0,0,0
group_209622_size_2,209622,2,1,0,0,0,0
group_537176_size_2,537176,2,1,0,0,0,0
group_333094_size_2,333094,2,1,0,0,0,0
group_170048_size_2,170048,2,1,0,0,0,0
group_258608_size_18,258608,18,15,0,0,0,0
group_84338_size_80,84338,80,70,0,0,0,0
group_190906_size_2,190906,2,1,0,0,0,0
group_92694_size_3,92694,3,2,0,0,0,0
group_84122_size_3,84122,3,2,0,0,0,0
group_183380_size_3,183380,3,2,0,0,0,0
group_75288_size_2,75288,2,1,0,0,0,0
group_115610_size_2,115610,2,1,0,0,0,0
group_284656_size_2,284656,2,1,0,0,0,0
group_63240_size_2,63240,2,1,0,0,0,0
group_100248_size_2,100248,2,1,0,0,0,0
group_139142_size_3,139142,3,2,0,0,0,0
group_173718_size_3,173718,3,2,0,0,0,0
group_249234_size_307,249234,307,272,0,0,0,0
group_213606_size_4,213606,4,3,0,0,0,0
group_232754_size_541,232754,541,486,0,0,0,0
group_78228_size_2,78228,2,1,0,0,0,0
group_115442_size_217,115442,217,190,0,0,0,0
group_415986_size_130,415986,130,114,0,0,0,0
group_210130_size_270,210130,270,246,0,0,0,0
group_143846_size_2,143846,2,1,0,0,0,0
group_439154_size_62,439154,62,55,0,0,0,0
group_221010_size_342,221010,342,313,0,0,0,0
group_100012_size_3,100012,3,2,0,0,0,0
group_76338_size_160,76338,160,138,0,0,0,0
group_113570_size_2,113570,2,1,0,0,0,0
group_179090_size_268,179090,268,241,0,0,0,0
group_37890_size_2,37890,2,1,0,0,0,0
group_460722_size_40,460722,40,34,0,0,0,0
group_78012_size_5,78012,5,3,0,0,0,0
group_61596_size_6,61596,6,4,0,0,0,0
group_265132_size_5,265132,5,4,0,0,0,0
group_121884_size_2,121884,2,1,0,0,0,0
group_282576_size_2,282576,2,1,0,0,0,0
group_74846_size_2,74846,2,1,0,0,0,0
group_75342_size_4,75342,4,3,0,0,0,0
group_252148_size_2,252148,2,1,0,0,0,0
group_141660_size_2,141660,2,1,0,0,0,0
group_51310_size_2,51310,2,1,0,0,0,0
group_67812_size_2,67812,2,1,0,0,0,0
group_218830_size_37,218830,37,31,0,0,0,0
group_318098_size_473,318098,473,429,0,0,0,0
group_326976_size_2,326976,2,1,0,0,0,0
group_105984_size_2,105984,2,1,0,0,0,0
group_51490_size_4,51490,4,3,0,0,0,0
group_113608_size_4,113608,4,3,0,0,0,0
group_143014_size_3,143014,3,2,0,0,0,0
group_67852_size_3,67852,3,2,0,0,0,0
group_550776_size_49,550776,49,44,0,0,0,0
group_92774_size_3,92774,3,2,0,0,0,0
group_243154_size_350,243154,350,320,0,0,0,0
group_509910_size_38,509910,38,31,0,0,0,0
group_157936_size_2,157936,2,1,0,0,0,0
group_72990_size_371,72990,371,318,0,0,0,0
group_72054_size_5,72054,5,4,0,0,0,0
group_161666_size_2,161666,2,1,0,0,0,0
group_42248_size_467,42248,467,386,0,0,0,0
group_144950_size_30,144950,30,26,0,0,0,0
group_149190_size_2,149190,2,1,0,0,0,0
group_141452_size_2,141452,2,1,0,0,0,0
group_113460_size_3,113460,3,2,0,0,0,0
group_285028_size_3,285028,3,2,0,0,0,0
group_125836_size_3,125836,3,2,0,0,0,0
group_130990_size_2,130990,2,1,0,0,0,0
group_166014_size_2,166014,2,1,0,0,0,0
group_211204_size_2,211204,2,1,0,0,0,0
group_363362_size_3,363362,3,2,0,0,0,0
group_116158_size_3,116158,3,2,0,0,0,0
group_170486_size_3,170486,3,2,0,0,0,0
group_293364_size_51,293364,51,45,0,0,0,0
group_344952_size_149,344952,149,135,0,0,0,0
group_322644_size_2,322644,2,1,0,0,0,0
group_380050_size_153,380050,153,138,0,0,0,0
group_452530_size_51,452530,51,44,0,0,0,0
group_54926_size_4,54926,4,3,0,0,0,0
group_111324_size_8,111324,8,6,0,0,0,0
group_298476_size_4,298476,4,3,0,0,0,0
group_463190_size_2,463190,2,1,0,0,0,0
group_201672_size_3,201672,3,2,0,0,0,0
group_178512_size_273,178512,273,236,0,0,0,0
group_221308_size_2,221308,2,1,0,0,0,0
group_200498_size_319,200498,319,288,0,0,0,0
group_356498_size_301,356498,301,277,0,0,0,0
group_361522_size_227,361522,227,201,0,0,0,0
group_73728_size_4,73728,4,3,0,0,0,0
group_153620_size_374,153620,374,332,0,0,0,0
group_218130_size_309,218130,309,277,0,0,0,0
group_65904_size_2,65904,2,1,0,0,0,0
group_246676_size_2,246676,2,1,0,0,0,0
group_301808_size_3,301808,3,2,0,0,0,0
group_273396_size_3,273396,3,2,0,0,0,0
group_239060_size_2,239060,2,1,0,0,0,0
group_328690_size_225,328690,225,201,0,0,0,0
group_381810_size_142,381810,142,123,0,0,0,0
group_68162_size_2,68162,2,1,0,0,0,0
group_58512_size_397,58512,397,333,1,0,0,0
group_67104_size_2,67104,2,1,0,0,0,0
group_171668_size_3,171668,3,2,0,0,0,0
group_151282_size_266,151282,266,236,0,0,0,0
group_92654_size_3,92654,3,2,0,0,0,0
group_286354_size_337,286354,337,309,0,0,0,0
group_120394_size_5,120394,5,3,0,0,0,0
group_56972_size_2,56972,2,1,0,0,0,0
group_190568_size_2,190568,2,1,0,0,0,0
group_32530_size_6,32530,6,3,0,0,0,0
group_575536_size_2,575536,2,1,0,0,0,0
group_143062_size_2,143062,2,1,0,0,0,0
group_192930_size_3,192930,3,2,0,0,0,0
group_317074_size_326,317074,326,295,0,0,0,0
group_179002_size_2,179002,2,1,0,0,0,0
group_165232_size_3,165232,3,2,0,0,0,0
group_388338_size_145,388338,145,130,0,0,0,0
group_282610_size_355,282610,355,330,0,0,0,0
group_98102_size_2,98102,2,1,0,0,0,0
group_176288_size_2,176288,2,1,0,0,0,0
group_68602_size_2,68602,2,1,0,0,0,0
group_364236_size_2,364236,2,1,0,0,0,0
group_258514_size_366,258514,366,323,0,0,0,0
group_113940_size_3,113940,3,2,0,0,0,0
group_144338_size_187,144338,187,164,0,0,0,0
group_111380_size_3,111380,3,2,0,0,0,0
group_168872_size_6,168872,6,5,0,0,0,0
group_254290_size_362,254290,362,319,0,0,0,2
group_46324_size_3,46324,3,2,0,0,0,0
group_139642_size_2,139642,2,1,0,0,0,0
group_124088_size_3,124088,3,2,0,0,0,0
group_494678_size_36,494678,36,33,0,0,0,0
group_109838_size_2,109838,2,1,0,0,0,0
group_163852_size_2,163852,2,1,0,0,0,0
group_237618_size_336,237618,336,307,0,0,0,0
group_289986_size_3,289986,3,2,0,0,0,0
group_215766_size_3,215766,3,2,0,0,0,0
group_259178_size_2,259178,2,1,0,0,0,0
group_30770_size_5,30770,5,4,0,0,0,0
group_460594_size_40,460594,40,35,0,0,0,0
group_387122_size_159,387122,159,143,0,0,0,0
group_173534_size_3,173534,3,2,0,0,0,0
group_463186_size_32,463186,32,27,0,0,0,0
group_159870_size_2,159870,2,1,0,0,0,0
group_392878_size_127,392878,127,111,0,0,0,0
group_90450_size_183,90450,183,165,0,0,0,0
group_101322_size_3,101322,3,2,0,0,0,0
group_177082_size_7,177082,7,6,0,0,0,0
group_104710_size_3,104710,3,2,0,0,0,0
group_128742_size_3,128742,3,2,0,0,0,0
group_38616_size_2,38616,2,1,0,0,0,0
group_322940_size_5,322940,5,4,0,0,0,0
group_69362_size_124,69362,124,105,0,0,0,0
group_212364_size_175,212364,175,154,0,0,0,0
group_92648_size_4,92648,4,3,0,0,0,0
group_89684_size_3,89684,3,2,0,0,0,0
group_60932_size_3,60932,3,2,0,0,0,0
group_370830_size_4,370830,4,3,0,0,0,0
group_356840_size_168,356840,168,153,0,0,0,0
group_60522_size_2,60522,2,1,0,0,0,0
group_143806_size_3,143806,3,2,0,0,0,0
group_159958_size_2,159958,2,1,0,0,0,0
